question_from_llm,natural_question_arisen_from_code,python_script_path,tables,text,source_dataset,check_if_code_works,bias,number_of_nested_queries,error_message
"Among households that reported using a plot (su01=1), and that have at least one member aged 60 or older, what is the average amount directly received from the 'Other Government Program' (ii_in.in02a10) among those households where at least one member owns a motor vehicle (ah03d=1), grouped by state (ent)? Sort states by the average ascending.","By state, what is the average amount households directly received from Other Government Programs among households that use land for farming, own a motor vehicle, and have at least one member aged 60 or older, ranked from lowest to highest?",python_script_for_queries/SQL_TYPE_ALONE/v2/hh09dta_b2/query_000140.py,"[""ii_portad"", ""ii_su"", ""ii_ah"", ""ii_in""]","[""ii_portad_enriched.txt"", ""ii_su_enriched.txt"", ""ii_ah_enriched.txt"", ""ii_in_enriched.txt""]",hh09dta_b2,yes,join_fanout,2.0,
"Among states (ent), considering only households where at least one member explicitly reported owning electronic devices (ah03e=1) and also provided a device valuation (ah04e_1=1), count each household once by taking the highest reported device value per household when multiple members reported. Which states have an average household device value above the overall national average among such owners, restricting the results to states with at least 30 qualifying households? Return the state code (ent), the number of qualifying households, and the state average value.","Among households that own electronic devices and reported their value, which states have an average household electronic device value higher than the overall average across all such households, considering only states with at least 30 households? For each qualifying state, provide the state, the number of households, and the average value.",python_script_for_queries/SQL_TYPE_ALONE/v2/hh09dta_b2/query_000141.py,"[""ii_portad"", ""ii_nna"", ""ii_su"", ""ii_vlh"", ""ii_ah""]","[""ii_portad_enriched.txt"", ""ii_nna_enriched.txt"", ""ii_su_enriched.txt"", ""ii_vlh_enriched.txt"", ""ii_ah_enriched.txt""]",hh09dta_b2,yes,having,1.0,
"Among households that reported feeling unsafe or very unsafe at home (vlh04 in {3,4}) and that explicitly reported owning or sharing a non-agricultural business (nna01 = 1), which households have a total number of break-ins since 2005 (vlh18a) strictly above the average for that same subset?","Among households that own or share a non-agricultural business, which households that report feeling unsafe or very unsafe at home have a total number of times their house, business, or parcel was entered/robbed since 2005 above the average for this group, and what are their Household IDs, safety-at-home responses, and counts, sorted from highest to lowest?",python_script_for_queries/SQL_TYPE_ALONE/v2/hh09dta_b2/query_000142.py,"[""ii_portad"", ""ii_vlh"", ""ii_se"", ""ii_ah"", ""ii_nna""]","[""ii_portad_enriched.txt"", ""ii_vlh_enriched.txt"", ""ii_se_enriched.txt"", ""ii_ah_enriched.txt"", ""ii_nna_enriched.txt""]",hh09dta_b2,yes,scalar_filter,2.0,
"Among adult individuals (edad >= 18) living in Oaxaca (ent = 20) who report feeling safe or very safe at home (vlh04 in [1,2]) and live in households where at least one member owns a motor vehicle (ah03d = 1), and restricting to households that explicitly reported any break-in since 2005 (exclude explicit 'No' = 3 in vlh12a_c; do not treat missing as 'No'), how many such individuals are older than the average age within this exact subset?","Among adults (18+) in Oaxaca who live in households that report feeling very safe or safe at home and have at least one member who owns a motor vehicle, how many are older than this group's average age and live in households that have experienced a forced entry/robbery since 2005?",python_script_for_queries/SQL_TYPE_ALONE/v2/hh09dta_b2/query_000143.py,"[""ii_portad"", ""ii_vlh"", ""ii_ah""]","[""ii_portad_enriched.txt"", ""ii_vlh_enriched.txt"", ""ii_ah_enriched.txt""]",hh09dta_b2,yes,multi_join,3.0,
"Among Oaxaca households (ent=20) that received any direct income from an Other Government Program in the last 12 months (in02a10 > 0), how many both feel safe at home (vlh04 = very safe or safe) and agree that people are willing to help their neighbors (vlh01l = completely agree or agree), and have an in02a10 amount strictly above the average in02a10 across all Oaxaca households that received any such income?",How many households in Oaxaca that feel very safe or safe at home and agree people are willing to help their neighbors received a direct amount from Other Government Program (in02a10) above the average among Oaxaca households with positive receipts?,python_script_for_queries/SQL_TYPE_ALONE/v2/hh09dta_b2/query_000144.py,"[""ii_portad"", ""ii_vlh"", ""ii_in""]","[""ii_portad_enriched.txt"", ""ii_vlh_enriched.txt"", ""ii_in_enriched.txt""]",hh09dta_b2,yes,column_provenance,3.0,
"Among households that have at least one member aged 18–29 and report at least one break‑in/robbery of their house/business/parcel since 2005 (vlh18a > 0), what is the average number of non‑agricultural businesses owned/shared in the last 12 months (nna02) among those households for which not all of se01a–se01f are “No” (i.e., at least one of se01a–se01f is not 3)? Count each household once even if it has multiple 18–29 members or multiple crimes.","What is the average number of non-agricultural businesses owned or shared in the last 12 months by households that have at least one member aged 18–29, experienced any household shock in the last five years (death of a member, serious illness/accident/hospitalization, unemployment/business failure, loss of dwelling/business due to natural disaster, total crop loss, or loss/robbery/death of animals), and have had at least one break-in/robbery of a house, business, or parcel since 2005?",python_script_for_queries/SQL_TYPE_ALONE/v2/hh09dta_b2/query_000145.py,"[""ii_portad"", ""ii_se"", ""ii_vlh"", ""ii_nna"", ""ii_su""]","[""ii_portad_enriched.txt"", ""ii_se_enriched.txt"", ""ii_vlh_enriched.txt"", ""ii_nna_enriched.txt"", ""ii_su_enriched.txt""]",hh09dta_b2,yes,join_fanout,1.0,
"Among Mexican states (ent), considering only households where at least one household member reports owning a motor vehicle (ah03d = 1, from ii_ah) and counting each household once, which states have an average ‘feel safe at home’ score (vlh04: 1 very safe … 4 very unsafe) above the overall average for that same subset of households, and with at least 30 contributing households (non-missing vlh04) per state?","Among households where at least one member owns a motor vehicle, which states have at least 30 households and an average ‘Feel safe at home?’ score higher than the overall average for such households, and what are their average scores and household counts, ranked from highest (least safe) average to lowest?",python_script_for_queries/SQL_TYPE_ALONE/v2/hh09dta_b2/query_000146.py,"[""ii_portad"", ""ii_vlh"", ""ii_se"", ""ii_ah""]","[""ii_portad_enriched.txt"", ""ii_vlh_enriched.txt"", ""ii_se_enriched.txt"", ""ii_ah_enriched.txt""]",hh09dta_b2,yes,having,1.0,
"Among households that both use a plot of land (su01 = 1) and have at least one non-agricultural business (nna01 = 1), which households have fertilizer expenses (su231) strictly greater than the average pesticide expense (su233) observed among households that do not use any plot of land (su01 = 3)? Return the household IDs and their fertilizer expenses, sorted from highest to lowest.","Which Household IDs that use a plot/land for farming and own/share a non-agricultural business have chemical fertilizer expenses exceeding the average pesticide expense of households that do not use a plot, and what are those fertilizer expenses (sorted highest to lowest)?",python_script_for_queries/SQL_TYPE_ALONE/v2/hh09dta_b2/query_000147.py,"[""ii_portad"", ""ii_nna"", ""ii_in"", ""ii_su""]","[""ii_portad_enriched.txt"", ""ii_nna_enriched.txt"", ""ii_in_enriched.txt"", ""ii_su_enriched.txt""]",hh09dta_b2,yes,scalar_filter,3.0,
"Among households that both report feeling unsafe or very unsafe at home (vlh04 in {3,4}) and have a reported value for total debts + interests (crh04_1 = 1), and that include at least one interviewed individual aged 60 or older, which state (ent) has the highest average total debts + interests (crh04_2)? Count each household only once by first selecting a single household-level state from ii_portad before joining.","Which state has the highest average total household debt (debts + interest, in pesos) among households with at least one member aged 60 or older who feel unsafe or very unsafe at home, considering only states whose average is at or above the overall average for this group, and what is that average amount?",python_script_for_queries/SQL_TYPE_ALONE/v2/hh09dta_b2/query_000148_repaired_v1.py,"[""ii_portad"", ""ii_crh"", ""ii_vlh"", ""ii_in"", ""ii_inr""]","[""ii_portad_enriched.txt"", ""ii_crh_enriched.txt"", ""ii_vlh_enriched.txt"", ""ii_in_enriched.txt"", ""ii_inr_enriched.txt""]",hh09dta_b2,yes,multi_join,3.0,
"Among interviewed adults (edad >= 18) living in Oaxaca (ent = 20), how many distinct households received Liconsa Milk in the last 12 months (in03a = 1), broken down by whether at least one household member reported owning a motor vehicle (ah03d = 1 vs 3)? Count distinct households, not individual records.","Among households in Oaxaca with at least one adult (18+) interviewed that received Liconsa milk in the last 12 months, how many households have at least one member who owns a motor vehicle versus those that do not?",python_script_for_queries/SQL_TYPE_ALONE/v2/hh09dta_b2/query_000149.py,"[""ii_portad"", ""ii_in"", ""ii_ah"", ""ii_nna""]","[""ii_portad_enriched.txt"", ""ii_in_enriched.txt"", ""ii_ah_enriched.txt"", ""ii_nna_enriched.txt""]",hh09dta_b2,yes,column_provenance,2.0,
"Which states have a higher mean total debts + interests (crh04_2) among households that reported feeling unsafe at home (vlh04 = 3 or 4) than the national mean across all households with a recorded total-debts value (crh04_1 = 1)? For each qualifying state, report the mean age of the interviewed respondent among those unsafe households and sort states by the unsafe-household mean debt in descending order. Treat the household (folio) as the unit of analysis, not individual respondents, and only include households with crh04_1 = 1 when computing means.","Which states have an average household total debt (including interests) among households who feel unsafe or very unsafe at home that exceeds the national average across all households with reported debt values, and for each such state, what are the average total debt, the average age of respondents, and the number of these households, ordered from highest to lowest average debt?",python_script_for_queries/SQL_TYPE_ALONE/v2/hh09dta_b2/query_000150.py,"[""ii_portad"", ""ii_vlh"", ""ii_crh""]","[""ii_portad_enriched.txt"", ""ii_vlh_enriched.txt"", ""ii_crh_enriched.txt""]",hh09dta_b2,yes,join_fanout,2.0,
